           k         eta           a       delta      delta'
   0.0501187  21.7945700   0.2559946   0.2538636   0.0233184
   0.0501187  21.8385000   0.2568806   0.2548892   0.0233724
   0.0501187  21.8824300   0.2577668   0.2559171   0.0234266
   0.0501187  21.9263600   0.2586532   0.2569474   0.0234809
   0.0501187  21.9702900   0.2595398   0.2579801   0.0235353
   0.0501187  22.0142200   0.2604267   0.2590152   0.0235899
   0.0501187  22.0581500   0.2613137   0.2600527   0.0236446
   0.0501187  22.1020800   0.2622010   0.2610926   0.0236994
   0.0501187  22.1460100   0.2630885   0.2621350   0.0237544
   0.0501187  22.1899400   0.2639762   0.2631797   0.0238095
   0.0501187  22.2338700   0.2648642   0.2642269   0.0238648
   0.0501187  22.2778000   0.2657524   0.2652765   0.0239202
   0.0501187  22.3217300   0.2666408   0.2663285   0.0239757
   0.0501187  22.3656600   0.2675294   0.2673830   0.0240313
   0.0501187  22.4095900   0.2684183   0.2684399   0.0240870
   0.0501187  22.4535200   0.2693075   0.2694993   0.0241429
   0.0501187  22.4974500   0.2701968   0.2705611   0.0241989
   0.0501187  22.5413800   0.2710865   0.2716254   0.0242550
   0.0501187  22.5853100   0.2719763   0.2726921   0.0243113
   0.0501187  22.6292400   0.2728665   0.2737614   0.0243676
   0.0501187  22.6731700   0.2737569   0.2748331   0.0244241
   0.0501187  22.7171000   0.2746475   0.2759073   0.0244806
   0.0501187  22.7610300   0.2755385   0.2769839   0.0245373
   0.0501187  22.8049600   0.2764297   0.2780631   0.0245941
   0.0501187  22.8488900   0.2773212   0.2791448   0.0246510
   0.0501187  22.8928200   0.2782129   0.2802290   0.0247079
   0.0501187  22.9367500   0.2791050   0.2813156   0.0247650
   0.0501187  22.9806800   0.2799973   0.2824048   0.0248222
   0.0501187  23.0246100   0.2808899   0.2834965   0.0248795
   0.0501187  23.0685400   0.2817829   0.2845907   0.0249369
   0.0501187  23.1124700   0.2826761   0.2856875   0.0249944
   0.0501187  23.1564000   0.2835697   0.2867867   0.0250519
   0.0501187  23.2003300   0.2844635   0.2878885   0.0251096
   0.0501187  23.2442600   0.2853577   0.2889929   0.0251673
   0.0501187  23.2881900   0.2862522   0.2900997   0.0252252
   0.0501187  23.3321200   0.2871470   0.2912091   0.0252831
   0.0501187  23.3760500   0.2880422   0.2923211   0.0253411
   0.0501187  23.4199800   0.2889377   0.2934356   0.0253992
   0.0501187  23.4639100   0.2898336   0.2945527   0.0254573
   0.0501187  23.5078400   0.2907298   0.2956723   0.0255156
   0.0501187  23.5517700   0.2916264   0.2967945   0.0255739
   0.0501187  23.5957000   0.2925234   0.2979192   0.0256323
   0.0501187  23.6396300   0.2934207   0.2990465   0.0256908
   0.0501187  23.6835600   0.2943185   0.3001764   0.0257493
   0.0501187  23.7274900   0.2952166   0.3013089   0.0258079
   0.0501187  23.7714200   0.2961151   0.3024439   0.0258666
   0.0501187  23.8153500   0.2970140   0.3035815   0.0259253
   0.0501187  23.8592800   0.2979134   0.3047217   0.0259841
   0.0501187  23.9032100   0.2988132   0.3058645   0.0260430
   0.0501187  23.9471400   0.2997134   0.3070098   0.0261020
   0.0501187  23.9910700   0.3006140   0.3081578   0.0261609
   0.0501187  24.0350000   0.3015152   0.3093083   0.0262200
   0.0501187  24.0789300   0.3024167   0.3104615   0.0262791
   0.0501187  24.1228600   0.3033188   0.3116172   0.0263383
   0.0501187  24.1667900   0.3042213   0.3127756   0.0263975
   0.0501187  24.2107200   0.3051244   0.3139365   0.0264568
   0.0501187  24.2546500   0.3060279   0.3151000   0.0265161
   0.0501187  24.2985800   0.3069320   0.3162662   0.0265754
   0.0501187  24.3425100   0.3078366   0.3174350   0.0266348
   0.0501187  24.3864400   0.3087418   0.3186063   0.0266943
   0.0501187  24.4303700   0.3096476   0.3197803   0.0267538
   0.0501187  24.4743000   0.3105539   0.3209569   0.0268133
   0.0501187  24.5182300   0.3114608   0.3221361   0.0268729
   0.0501187  24.5621600   0.3123683   0.3233180   0.0269325
   0.0501187  24.6060900   0.3132764   0.3245024   0.0269921
   0.0501187  24.6500200   0.3141852   0.3256895   0.0270518
   0.0501187  24.6939500   0.3150947   0.3268792   0.0271115
   0.0501187  24.7378800   0.3160048   0.3280715   0.0271712
   0.0501187  24.7818100   0.3169156   0.3292665   0.0272309
   0.0501187  24.8257400   0.3178272   0.3304640   0.0272907
   0.0501187  24.8696700   0.3187395   0.3316642   0.0273505
   0.0501187  24.9136000   0.3196525   0.3328670   0.0274103
   0.0501187  24.9575300   0.3205664   0.3340725   0.0274701
   0.0501187  25.0014600   0.3214810   0.3352806   0.0275299
   0.0501187  25.0453900   0.3223965   0.3364913   0.0275898
   0.0501187  25.0893200   0.3233129   0.3377046   0.0276496
   0.0501187  25.1332500   0.3242302   0.3389206   0.0277095
   0.0501187  25.1771800   0.3251484   0.3401392   0.0277693
   0.0501187  25.2211100   0.3260676   0.3413604   0.0278292
   0.0501187  25.2650400   0.3269877   0.3425842   0.0278890
   0.0501187  25.3089700   0.3279089   0.3438107   0.0279488
   0.0501187  25.3529000   0.3288312   0.3450398   0.0280086
   0.0501187  25.3968300   0.3297546   0.3462715   0.0280684
   0.0501187  25.4407600   0.3306791   0.3475059   0.0281282
   0.0501187  25.4846900   0.3316049   0.3487429   0.0281879
   0.0501187  25.5286200   0.3325319   0.3499825   0.0282476
   0.0501187  25.5725500   0.3334602   0.3512247   0.0283073
   0.0501187  25.6164800   0.3343898   0.3524696   0.0283670
   0.0501187  25.6604100   0.3353209   0.3537170   0.0284266
   0.0501187  25.7043400   0.3362535   0.3549671   0.0284861
   0.0501187  25.7482700   0.3371876   0.3562198   0.0285456
   0.0501187  25.7922000   0.3381234   0.3574751   0.0286050
   0.0501187  25.8361300   0.3390609   0.3587331   0.0286643
   0.0501187  25.8800600   0.3400002   0.3599936   0.0287236
   0.0501187  25.9239900   0.3409414   0.3612567   0.0287828
   0.0501187  25.9679200   0.3418846   0.3625224   0.0288418
   0.0501187  26.0118500   0.3428299   0.3637908   0.0289008
   0.0501187  26.0557800   0.3437774   0.3650617   0.0289597
   0.0501187  26.0997100   0.3447273   0.3663352   0.0290184
   0.0501187  26.1436400   0.3456797   0.3676112   0.0290769
   0.0501187  26.1875700   0.3466348   0.3688899   0.0291354
   0.0501187  26.2315000   0.3475927   0.3701711   0.0291936
   0.0501187  26.2754300   0.3485536   0.3714548   0.0292516
   0.0501187  26.3193600   0.3495178   0.3727411   0.0293095
   0.0501187  26.3632900   0.3504854   0.3740299   0.0293670
   0.0501187  26.4072200   0.3514567   0.3753213   0.0294244
   0.0501187  26.4511500   0.3524321   0.3766151   0.0294814
   0.0501187  26.4950800   0.3534117   0.3779115   0.0295381
   0.0501187  26.5390100   0.3543960   0.3792104   0.0295944
   0.0501187  26.5829400   0.3553852   0.3805117   0.0296504
   0.0501187  26.6268700   0.3563800   0.3818154   0.0297059
   0.0501187  26.6708000   0.3573805   0.3831216   0.0297609
   0.0501187  26.7147300   0.3583875   0.3844302   0.0298154
   0.0501187  26.7586600   0.3594013   0.3857412   0.0298692
   0.0501187  26.8025900   0.3604225   0.3870545   0.0299224
   0.0501187  26.8465200   0.3614517   0.3883702   0.0299750
   0.0501187  26.8904500   0.3624895   0.3896881   0.0300267
   0.0501187  26.9343800   0.3635363   0.3910083   0.0300778
   0.0501187  26.9783100   0.3645927   0.3923307   0.0301280
   0.0501187  27.0222400   0.3656591   0.3936553   0.0301774
   0.0501187  27.0661700   0.3667357   0.3949821   0.0302261
   0.0501187  27.1101000   0.3678228   0.3963110   0.0302741
   0.0501187  27.1540300   0.3689204   0.3976420   0.0303215
   0.0501187  27.1979600   0.3700284   0.3989750   0.0303682
   0.0501187  27.2418900   0.3711466   0.4003101   0.0304145
   0.0501187  27.2858200   0.3722746   0.4016472   0.0304603
   0.0501187  27.3297500   0.3734121   0.4029864   0.0305057
   0.0501187  27.3736800   0.3745585   0.4043275   0.0305508
   0.0501187  27.4176100   0.3757134   0.4056706   0.0305955
   0.0501187  27.4615400   0.3768764   0.4070156   0.0306400
   0.0501187  27.5054700   0.3780469   0.4083626   0.0306842
   0.0501187  27.5494000   0.3792245   0.4097115   0.0307282
   0.0501187  27.5933300   0.3804088   0.4110624   0.0307721
   0.0501187  27.6372600   0.3815994   0.4124151   0.0308157
   0.0501187  27.6811900   0.3827959   0.4137698   0.0308592
   0.0501187  27.7251200   0.3839980   0.4151264   0.0309026
   0.0501187  27.7690500   0.3852053   0.4164849   0.0309458
   0.0501187  27.8129800   0.3864177   0.4178453   0.0309890
   0.0501187  27.8569100   0.3876348   0.4192076   0.0310321
   0.0501187  27.9008400   0.3888563   0.4205718   0.0310751
   0.0501187  27.9447700   0.3900822   0.4219379   0.0311181
   0.0501187  27.9887000   0.3913122   0.4233058   0.0311610
   0.0501187  28.0326300   0.3925460   0.4246757   0.0312039
   0.0501187  28.0765600   0.3937837   0.4260474   0.0312468
   0.0501187  28.1204900   0.3950249   0.4274210   0.0312897
   0.0501187  28.1644200   0.3962696   0.4287965   0.0313326
   0.0501187  28.2083500   0.3975176   0.4301739   0.0313755
   0.0501187  28.2522800   0.3987688   0.4315532   0.0314184
   0.0501187  28.2962100   0.4000232   0.4329343   0.0314613
   0.0501187  28.3401400   0.4012806   0.4343174   0.0315043
   0.0501187  28.3840700   0.4025409   0.4357023   0.0315473
   0.0501187  28.4280000   0.4038040   0.4370891   0.0315904
   0.0501187  28.4719300   0.4050699   0.4384778   0.0316335
   0.0501187  28.5158600   0.4063385   0.4398684   0.0316766
   0.0501187  28.5597900   0.4076097   0.4412609   0.0317199
   0.0501187  28.6037200   0.4088834   0.4426553   0.0317631
   0.0501187  28.6476500   0.4101597   0.4440516   0.0318065
   0.0501187  28.6915800   0.4114384   0.4454499   0.0318499
   0.0501187  28.7355100   0.4127195   0.4468500   0.0318934
   0.0501187  28.7794400   0.4140029   0.4482520   0.0319370
   0.0501187  28.8233700   0.4152886   0.4496560   0.0319806
   0.0501187  28.8673000   0.4165765   0.4510618   0.0320243
   0.0501187  28.9112300   0.4178667   0.4524696   0.0320681
   0.0501187  28.9551600   0.4191591   0.4538793   0.0321120
   0.0501187  28.9990900   0.4204536   0.4552910   0.0321560
   0.0501187  29.0430200   0.4217502   0.4567046   0.0322000
   0.0501187  29.0869500   0.4230489   0.4581201   0.0322442
   0.0501187  29.1308800   0.4243496   0.4595375   0.0322884
   0.0501187  29.1748100   0.4256524   0.4609569   0.0323327
   0.0501187  29.2187400   0.4269571   0.4623783   0.0323771
   0.0501187  29.2626700   0.4282638   0.4638016   0.0324216
   0.0501187  29.3066000   0.4295725   0.4652269   0.0324662
   0.0501187  29.3505300   0.4308831   0.4666541   0.0325109
   0.0501187  29.3944600   0.4321956   0.4680833   0.0325557
   0.0501187  29.4383900   0.4335100   0.4695144   0.0326006
   0.0501187  29.4823200   0.4348263   0.4709475   0.0326455
   0.0501187  29.5262500   0.4361444   0.4723827   0.0326906
   0.0501187  29.5701800   0.4374644   0.4738197   0.0327357
   0.0501187  29.6141100   0.4387862   0.4752588   0.0327810
   0.0501187  29.6580400   0.4401098   0.4766999   0.0328263
   0.0501187  29.7019700   0.4414352   0.4781429   0.0328717
   0.0501187  29.7459000   0.4427624   0.4795880   0.0329172
   0.0501187  29.7898300   0.4440914   0.4810350   0.0329628
   0.0501187  29.8337600   0.4454221   0.4824841   0.0330085
   0.0501187  29.8776900   0.4467546   0.4839352   0.0330543
   0.0501187  29.9216200   0.4480889   0.4853883   0.0331002
   0.0501187  29.9655500   0.4494249   0.4868434   0.0331462
   0.0501187  30.0094800   0.4507626   0.4883005   0.0331922
   0.0501187  30.0534100   0.4521020   0.4897596   0.0332384
   0.0501187  30.0973400   0.4534432   0.4912208   0.0332846
   0.0501187  30.1412700   0.4547861   0.4926840   0.0333309
   0.0501187  30.1852000   0.4561306   0.4941493   0.0333773
   0.0501187  30.2291300   0.4574769   0.4956165   0.0334238
   0.0501187  30.2730600   0.4588249   0.4970859   0.0334704
   0.0501187  30.3169900   0.4601746   0.4985573   0.0335170
   0.0501187  30.3609200   0.4615260   0.5000307   0.0335638
   0.0501187  30.4048500   0.4628790   0.5015062   0.0336106
   0.0501187  30.4487800   0.4642338   0.5029837   0.0336575
   0.0501187  30.4927100   0.4655902   0.5044633   0.0337045
   0.0501187  30.5366400   0.4669483   0.5059450   0.0337515
   0.0501187  30.5805700   0.4683081   0.5074287   0.0337986
   0.0501187  30.6245000   0.4696696   0.5089145   0.0338459
   0.0501187  30.6684300   0.4710327   0.5104024   0.0338931
   0.0501187  30.7123600   0.4723975   0.5118924   0.0339405
   0.0501187  30.7562900   0.4737641   0.5133844   0.0339879
   0.0501187  30.8002200   0.4751322   0.5148786   0.0340354
   0.0501187  30.8441500   0.4765021   0.5163748   0.0340830
   0.0501187  30.8880800   0.4778737   0.5178731   0.0341306
   0.0501187  30.9320100   0.4792469   0.5193735   0.0341783
   0.0501187  30.9759400   0.4806218   0.5208760   0.0342261
   0.0501187  31.0198700   0.4819985   0.5223806   0.0342739
   0.0501187  31.0638000   0.4833768   0.5238873   0.0343219
   0.0501187  31.1077300   0.4847568   0.5253961   0.0343698
   0.0501187  31.1516600   0.4861385   0.5269071   0.0344178
   0.0501187  31.1955900   0.4875219   0.5284201   0.0344659
   0.0501187  31.2395200   0.4889070   0.5299352   0.0345141
   0.0501187  31.2834500   0.4902938   0.5314525   0.0345623
   0.0501187  31.3273800   0.4916824   0.5329719   0.0346105
   0.0501187  31.3713100   0.4930726   0.5344934   0.0346588
   0.0501187  31.4152400   0.4944646   0.5360170   0.0347072
   0.0501187  31.4591700   0.4958583   0.5375428   0.0347556
   0.0501187  31.5031000   0.4972538   0.5390706   0.0348041
   0.0501187  31.5470300   0.4986510   0.5406006   0.0348526
   0.0501187  31.5909600   0.5000499   0.5421328   0.0349012
   0.0501187  31.6348900   0.5014506   0.5436671   0.0349498
   0.0501187  31.6788200   0.5028531   0.5452035   0.0349984
   0.0501187  31.7227500   0.5042573   0.5467420   0.0350471
   0.0501187  31.7666800   0.5056633   0.5482827   0.0350959
   0.0501187  31.8106100   0.5070711   0.5498255   0.0351446
   0.0501187  31.8545400   0.5084807   0.5513705   0.0351934
   0.0501187  31.8984700   0.5098920   0.5529176   0.0352423
   0.0501187  31.9424000   0.5113052   0.5544669   0.0352912
   0.0501187  31.9863300   0.5127202   0.5560183   0.0353401
   0.0501187  32.0302600   0.5141371   0.5575719   0.0353891
   0.0501187  32.0741900   0.5155557   0.5591276   0.0354381
   0.0501187  32.1181200   0.5169762   0.5606855   0.0354871
   0.0501187  32.1620500   0.5183986   0.5622455   0.0355361
   0.0501187  32.2059800   0.5198228   0.5638077   0.0355852
   0.0501187  32.2499100   0.5212490   0.5653720   0.0356343
   0.0501187  32.2938400   0.5226770   0.5669385   0.0356834
   0.0501187  32.3377700   0.5241069   0.5685072   0.0357325
   0.0501187  32.3817000   0.5255387   0.5700780   0.0357817
   0.0501187  32.4256300   0.5269724   0.5716509   0.0358309
   0.0501187  32.4695600   0.5284080   0.5732261   0.0358801
   0.0501187  32.5134900   0.5298456   0.5748034   0.0359293
   0.0501187  32.5574200   0.5312852   0.5763828   0.0359785
   0.0501187  32.6013500   0.5327267   0.5779644   0.0360277
   0.0501187  32.6452800   0.5341702   0.5795482   0.0360770
   0.0501187  32.6892100   0.5356158   0.5811342   0.0361262
   0.0501187  32.7331400   0.5370633   0.5827223   0.0361755
   0.0501187  32.7770700   0.5385128   0.5843125   0.0362248
   0.0501187  32.8210000   0.5399644   0.5859050   0.0362741
   0.0501187  32.8649300   0.5414180   0.5874996   0.0363233
   0.0501187  32.9088600   0.5428737   0.5890963   0.0363726
   0.0501187  32.9527900   0.5443315   0.5906953   0.0364219
   0.0501187  32.9967200   0.5457914   0.5922964   0.0364712
   0.0501187  33.0406500   0.5472534   0.5938996   0.0365204
   0.0501187  33.0845800   0.5487175   0.5955051   0.0365697
   0.0501187  33.1285100   0.5501837   0.5971126   0.0366189
   0.0501187  33.1724400   0.5516522   0.5987224   0.0366682
   0.0501187  33.2163700   0.5531228   0.6003343   0.0367174
   0.0501187  33.2603000   0.5545956   0.6019484   0.0367666
   0.0501187  33.3042300   0.5560706   0.6035646   0.0368158
   0.0501187  33.3481600   0.5575479   0.6051830   0.0368650
   0.0501187  33.3920900   0.5590274   0.6068036   0.0369142
   0.0501187  33.4360200   0.5605091   0.6084263   0.0369633
   0.0501187  33.4799500   0.5619932   0.6100512   0.0370125
   0.0501187  33.5238800   0.5634796   0.6116782   0.0370616
   0.0501187  33.5678100   0.5649683   0.6133074   0.0371106
   0.0501187  33.6117400   0.5664593   0.6149388   0.0371597
   0.0501187  33.6556700   0.5679527   0.6165723   0.0372087
   0.0501187  33.6996000   0.5694485   0.6182079   0.0372577
   0.0501187  33.7435300   0.5709467   0.6198457   0.0373067
   0.0501187  33.7874600   0.5724474   0.6214857   0.0373556
   0.0501187  33.8313900   0.5739505   0.6231278   0.0374045
   0.0501187  33.8753200   0.5754560   0.6247720   0.0374533
   0.0501187  33.9192500   0.5769641   0.6264184   0.0375021
   0.0501187  33.9631800   0.5784747   0.6280670   0.0375509
   0.0501187  34.0071100   0.5799879   0.6297176   0.0375996
   0.0501187  34.0510400   0.5815036   0.6313705   0.0376483
   0.0501187  34.0949700   0.5830219   0.6330254   0.0376969
   0.0501187  34.1389000   0.5845428   0.6346825   0.0377455
   0.0501187  34.1828300   0.5860664   0.6363417   0.0377940
   0.0501187  34.2267600   0.5875927   0.6380031   0.0378425
   0.0501187  34.2706900   0.5891216   0.6396666   0.0378909
   0.0501187  34.3146200   0.5906533   0.6413322   0.0379392
   0.0501187  34.3585500   0.5921877   0.6429999   0.0379875
   0.0501187  34.4024800   0.5937249   0.6446698   0.0380358
   0.0501187  34.4464100   0.5952650   0.6463417   0.0380839
   0.0501187  34.4903400   0.5968078   0.6480158   0.0381320
   0.0501187  34.5342700   0.5983535   0.6496920   0.0381801
   0.0501187  34.5782000   0.5999022   0.6513703   0.0382280
   0.0501187  34.6221300   0.6014537   0.6530507   0.0382759
   0.0501187  34.6660600   0.6030082   0.6547333   0.0383238
   0.0501187  34.7099900   0.6045657   0.6564179   0.0383715
   0.0501187  34.7539200   0.6061262   0.6581046   0.0384192
   0.0501187  34.7978500   0.6076897   0.6597934   0.0384668
   0.0501187  34.8417800   0.6092564   0.6614843   0.0385143
   0.0501187  34.8857100   0.6108261   0.6631772   0.0385617
   0.0501187  34.9296400   0.6123990   0.6648723   0.0386090
   0.0501187  34.9735700   0.6139751   0.6665694   0.0386562
   0.0501187  35.0175000   0.6155544   0.6682686   0.0387034
   0.0501187  35.0614300   0.6171370   0.6699699   0.0387504
   0.0501187  35.1053600   0.6187229   0.6716732   0.0387974
   0.0501187  35.1492900   0.6203121   0.6733786   0.0388443
   0.0501187  35.1932200   0.6219046   0.6750861   0.0388910
   0.0501187  35.2371500   0.6235006   0.6767956   0.0389377
   0.0501187  35.2810800   0.6251000   0.6785072   0.0389842
   0.0501187  35.3250100   0.6267029   0.6802208   0.0390307
   0.0501187  35.3689400   0.6283093   0.6819364   0.0390770
   0.0501187  35.4128700   0.6299192   0.6836541   0.0391233
   0.0501187  35.4568000   0.6315328   0.6853738   0.0391694
   0.0501187  35.5007300   0.6331500   0.6870955   0.0392154
   0.0501187  35.5446600   0.6347709   0.6888192   0.0392612
   0.0501187  35.5885900   0.6363955   0.6905450   0.0393070
   0.0501187  35.6325200   0.6380239   0.6922727   0.0393526
   0.0501187  35.6764500   0.6396562   0.6940025   0.0393981
   0.0501187  35.7203800   0.6412922   0.6957342   0.0394435
   0.0501187  35.7643100   0.6429322   0.6974680   0.0394887
   0.0501187  35.8082400   0.6445762   0.6992037   0.0395338
   0.0501187  35.8521700   0.6462241   0.7009414   0.0395788
   0.0501187  35.8961000   0.6478761   0.7026811   0.0396237
   0.0501187  35.9400300   0.6495322   0.7044228   0.0396683
   0.0501187  35.9839600   0.6511924   0.7061664   0.0397129
   0.0501187  36.0278900   0.6528568   0.7079119   0.0397573
   0.0501187  36.0718200   0.6545255   0.7096594   0.0398015
   0.0501187  36.1157500   0.6561985   0.7114089   0.0398457
   0.0501187  36.1596800   0.6578758   0.7131603   0.0398896
   0.0501187  36.2036100   0.6595575   0.7149136   0.0399334
   0.0501187  36.2475400   0.6612437   0.7166688   0.0399770
   0.0501187  36.2914700   0.6629344   0.7184260   0.0400205
   0.0501187  36.3354000   0.6646296   0.7201850   0.0400638
   0.0501187  36.3793300   0.6663295   0.7219460   0.0401069
   0.0501187  36.4232600   0.6680340   0.7237088   0.0401499
   0.0501187  36.4671900   0.6697433   0.7254735   0.0401927
   0.0501187  36.5111200   0.6714574   0.7272401   0.0402353
   0.0501187  36.5550500   0.6731763   0.7290086   0.0402778
   0.0501187  36.5989800   0.6749001   0.7307789   0.0403200
   0.0501187  36.6429100   0.6766289   0.7325511   0.0403621
   0.0501187  36.6868400   0.6783627   0.7343252   0.0404040
   0.0501187  36.7307700   0.6801016   0.7361010   0.0404457
   0.0501187  36.7747000   0.6818457   0.7378787   0.0404872
   0.0501187  36.8186300   0.6835949   0.7396582   0.0405285
   0.0501187  36.8625600   0.6853495   0.7414395   0.0405696
   0.0501187  36.9064900   0.6871094   0.7432227   0.0406106
   0.0501187  36.9504200   0.6888746   0.7450076   0.0406513
   0.0501187  36.9943500   0.6906454   0.7467943   0.0406918
   0.0501187  37.0382800   0.6924217   0.7485828   0.0407321
   0.0501187  37.0822100   0.6942036   0.7503730   0.0407722
   0.0501187  37.1261400   0.6959912   0.7521650   0.0408120
   0.0501187  37.1700700   0.6977845   0.7539588   0.0408517
   0.0501187  37.2140000   0.6995836   0.7557542   0.0408911
   0.0501187  37.2579300   0.7013886   0.7575514   0.0409304
   0.0501187  37.3018600   0.7031995   0.7593504   0.0409694
   0.0501187  37.3457900   0.7050164   0.7611510   0.0410081
   0.0501187  37.3897200   0.7068395   0.7629533   0.0410467
   0.0501187  37.4336500   0.7086686   0.7647574   0.0410850
   0.0501187  37.4775800   0.7105041   0.7665631   0.0411230
   0.0501187  37.5215100   0.7123458   0.7683704   0.0411608
   0.0501187  37.5654400   0.7141938   0.7701795   0.0411984
   0.0501187  37.6093700   0.7160484   0.7719901   0.0412358
   0.0501187  37.6533000   0.7179094   0.7738024   0.0412729
   0.0501187  37.6972300   0.7197770   0.7756163   0.0413097
   0.0501187  37.7411600   0.7216513   0.7774319   0.0413463
   0.0501187  37.7850900   0.7235323   0.7792490   0.0413826
   0.0501187  37.8290200   0.7254202   0.7810678   0.0414187
   0.0501187  37.8729500   0.7273149   0.7828881   0.0414545
   0.0501187  37.9168800   0.7292165   0.7847100   0.0414901
   0.0501187  37.9608100   0.7311252   0.7865334   0.0415254
   0.0501187  38.0047400   0.7330411   0.7883584   0.0415604
   0.0501187  38.0486700   0.7349641   0.7901849   0.0415952
   0.0501187  38.0926000   0.7368943   0.7920129   0.0416297
   0.0501187  38.1365300   0.7388319   0.7938425   0.0416639
   0.0501187  38.1804600   0.7407769   0.7956735   0.0416978
   0.0501187  38.2243900   0.7427293   0.7975060   0.0417315
   0.0501187  38.2683200   0.7446894   0.7993400   0.0417648
   0.0501187  38.3122500   0.7466570   0.8011755   0.0417979
   0.0501187  38.3561800   0.7486324   0.8030124   0.0418307
   0.0501187  38.4001100   0.7506155   0.8048507   0.0418633
   0.0501187  38.4440400   0.7526065   0.8066905   0.0418955
   0.0501187  38.4879700   0.7546054   0.8085317   0.0419275
   0.0501187  38.5319000   0.7566122   0.8103742   0.0419591
   0.0501187  38.5758300   0.7586272   0.8122182   0.0419905
   0.0501187  38.6197600   0.7606503   0.8140635   0.0420215
   0.0501187  38.6636900   0.7626816   0.8159102   0.0420523
   0.0501187  38.7076200   0.7647212   0.8177582   0.0420828
   0.0501187  38.7515500   0.7667691   0.8196076   0.0421129
   0.0501187  38.7954800   0.7688254   0.8214583   0.0421428
   0.0501187  38.8394100   0.7708903   0.8233102   0.0421723
   0.0501187  38.8833400   0.7729637   0.8251635   0.0422016
   0.0501187  38.9272700   0.7750457   0.8270181   0.0422305
   0.0501187  38.9712000   0.7771364   0.8288739   0.0422592
   0.0501187  39.0151300   0.7792358   0.8307310   0.0422875
   0.0501187  39.0590600   0.7813441   0.8325893   0.0423155
   0.0501187  39.1029900   0.7834613   0.8344488   0.0423432
   0.0501187  39.1469200   0.7855874   0.8363095   0.0423706
   0.0501187  39.1908500   0.7877225   0.8381715   0.0423977
   0.0501187  39.2347800   0.7898667   0.8400346   0.0424245
   0.0501187  39.2787100   0.7920200   0.8418989   0.0424510
   0.0501187  39.3226400   0.7941825   0.8437643   0.0424771
   0.0501187  39.3665700   0.7963543   0.8456309   0.0425029
   0.0501187  39.4105000   0.7985353   0.8474986   0.0425285
   0.0501187  39.4544300   0.8007257   0.8493675   0.0425537
   0.0501187  39.4983600   0.8029256   0.8512374   0.0425786
   0.0501187  39.5422900   0.8051349   0.8531084   0.0426031
   0.0501187  39.5862200   0.8073538   0.8549805   0.0426274
   0.0501187  39.6301500   0.8095822   0.8568536   0.0426513
   0.0501187  39.6740800   0.8118203   0.8587278   0.0426749
   0.0501187  39.7180100   0.8140680   0.8606031   0.0426983
   0.0501187  39.7619400   0.8163255   0.8624793   0.0427212
   0.0501187  39.8058700   0.8185927   0.8643565   0.0427439
   0.0501187  39.8498000   0.8208698   0.8662348   0.0427663
   0.0501187  39.8937300   0.8231568   0.8681140   0.0427883
   0.0501187  39.9376600   0.8254537   0.8699942   0.0428100
   0.0501187  39.9815900   0.8277606   0.8718753   0.0428315
   0.0501187  40.0255200   0.8300774   0.8737573   0.0428526
   0.0501187  40.0694500   0.8324044   0.8756403   0.0428733
   0.0501187  40.1133800   0.8347414   0.8775242   0.0428938
   0.0501187  40.1573100   0.8370886   0.8794089   0.0429140
   0.0501187  40.2012400   0.8394459   0.8812946   0.0429338
   0.0501187  40.2451700   0.8418135   0.8831811   0.0429533
   0.0501187  40.2891000   0.8441913   0.8850685   0.0429726
   0.0501187  40.3330300   0.8465794   0.8869567   0.0429915
   0.0501187  40.3769600   0.8489779   0.8888457   0.0430101
   0.0501187  40.4208900   0.8513867   0.8907355   0.0430284
   0.0501187  40.4648200   0.8538059   0.8926262   0.0430464
   0.0501187  40.5087500   0.8562356   0.8945176   0.0430641
   0.0501187  40.5526800   0.8586758   0.8964098   0.0430814
   0.0501187  40.5966100   0.8611264   0.8983027   0.0430985
   0.0501187  40.6405400   0.8635877   0.9001964   0.0431153
   0.0501187  40.6844700   0.8660595   0.9020908   0.0431317
   0.0501187  40.7284000   0.8685419   0.9039859   0.0431479
   0.0501187  40.7723300   0.8710349   0.9058818   0.0431638
   0.0501187  40.8162600   0.8735387   0.9077783   0.0431793
   0.0501187  40.8601900   0.8760531   0.9096755   0.0431946
   0.0501187  40.9041200   0.8785783   0.9115734   0.0432096
   0.0501187  40.9480500   0.8811143   0.9134719   0.0432243
   0.0501187  40.9919800   0.8836610   0.9153711   0.0432386
   0.0501187  41.0359100   0.8862186   0.9172708   0.0432527
   0.0501187  41.0798400   0.8887871   0.9191712   0.0432665
   0.0501187  41.1237700   0.8913664   0.9210722   0.0432800
   0.0501187  41.1677000   0.8939567   0.9229738   0.0432932
   0.0501187  41.2116300   0.8965580   0.9248760   0.0433061
   0.0501187  41.2555600   0.8991702   0.9267787   0.0433188
   0.0501187  41.2994900   0.9017934   0.9286820   0.0433311
   0.0501187  41.3434200   0.9044277   0.9305858   0.0433432
   0.0501187  41.3873500   0.9070731   0.9324901   0.0433549
   0.0501187  41.4312800   0.9097295   0.9343949   0.0433664
   0.0501187  41.4752100   0.9123971   0.9363003   0.0433776
   0.0501187  41.5191400   0.9150759   0.9382061   0.0433886
   0.0501187  41.5630700   0.9177659   0.9401124   0.0433992
