           k         eta           a       delta      delta'
   0.0501187  21.8824300   0.2577923   0.2558642   0.0234452
   0.0501187  21.9263600   0.2586638   0.2568954   0.0235002
   0.0501187  21.9702900   0.2595353   0.2579290   0.0235553
   0.0501187  22.0142200   0.2604068   0.2589650   0.0236106
   0.0501187  22.0581500   0.2612782   0.2600034   0.0236660
   0.0501187  22.1020800   0.2621497   0.2610442   0.0237215
   0.0501187  22.1460100   0.2630212   0.2620876   0.0237772
   0.0501187  22.1899400   0.2638927   0.2631333   0.0238330
   0.0501187  22.2338700   0.2647642   0.2641815   0.0238889
   0.0501187  22.2778000   0.2656356   0.2652322   0.0239449
   0.0501187  22.3217300   0.2665071   0.2662853   0.0240011
   0.0501187  22.3656600   0.2673786   0.2673409   0.0240574
   0.0501187  22.4095900   0.2682501   0.2683990   0.0241139
   0.0501187  22.4535200   0.2691216   0.2694596   0.0241704
   0.0501187  22.4974500   0.2699931   0.2705226   0.0242271
   0.0501187  22.5413800   0.2708645   0.2715882   0.0242838
   0.0501187  22.5853100   0.2717360   0.2726562   0.0243407
   0.0501187  22.6292400   0.2726075   0.2737267   0.0243977
   0.0501187  22.6731700   0.2734790   0.2747998   0.0244549
   0.0501187  22.7171000   0.2743505   0.2758754   0.0245121
   0.0501187  22.7610300   0.2752220   0.2769534   0.0245694
   0.0501187  22.8049600   0.2760934   0.2780340   0.0246269
   0.0501187  22.8488900   0.2769649   0.2791171   0.0246844
   0.0501187  22.8928200   0.2778364   0.2802028   0.0247421
   0.0501187  22.9367500   0.2787079   0.2812910   0.0247998
   0.0501187  22.9806800   0.2795794   0.2823817   0.0248577
   0.0501187  23.0246100   0.2804509   0.2834750   0.0249156
   0.0501187  23.0685400   0.2813224   0.2845708   0.0249737
   0.0501187  23.1124700   0.2821939   0.2856692   0.0250318
   0.0501187  23.1564000   0.2830653   0.2867701   0.0250900
   0.0501187  23.2003300   0.2839368   0.2878736   0.0251484
   0.0501187  23.2442600   0.2848083   0.2889796   0.0252068
   0.0501187  23.2881900   0.2856798   0.2900883   0.0252653
   0.0501187  23.3321200   0.2865513   0.2911994   0.0253239
   0.0501187  23.3760500   0.2874228   0.2923132   0.0253826
   0.0501187  23.4199800   0.2882943   0.2934296   0.0254414
   0.0501187  23.4639100   0.2891658   0.2945485   0.0255002
   0.0501187  23.5078400   0.2900373   0.2956700   0.0255592
   0.0501187  23.5517700   0.2909088   0.2967941   0.0256182
   0.0501187  23.5957000   0.2917803   0.2979208   0.0256773
   0.0501187  23.6396300   0.2926518   0.2990501   0.0257365
   0.0501187  23.6835600   0.2935233   0.3001820   0.0257957
   0.0501187  23.7274900   0.2943948   0.3013165   0.0258550
   0.0501187  23.7714200   0.2952663   0.3024537   0.0259145
   0.0501187  23.8153500   0.2961378   0.3035934   0.0259739
   0.0501187  23.8592800   0.2970093   0.3047357   0.0260335
   0.0501187  23.9032100   0.2978808   0.3058807   0.0260931
   0.0501187  23.9471400   0.2987523   0.3070283   0.0261528
   0.0501187  23.9910700   0.2996238   0.3081785   0.0262126
   0.0501187  24.0350000   0.3004953   0.3093313   0.0262724
   0.0501187  24.0789300   0.3013668   0.3104868   0.0263323
   0.0501187  24.1228600   0.3022383   0.3116449   0.0263923
   0.0501187  24.1667900   0.3031098   0.3128056   0.0264523
   0.0501187  24.2107200   0.3039813   0.3139690   0.0265124
   0.0501187  24.2546500   0.3048528   0.3151350   0.0265725
   0.0501187  24.2985800   0.3057243   0.3163036   0.0266327
   0.0501187  24.3425100   0.3065958   0.3174749   0.0266930
   0.0501187  24.3864400   0.3074673   0.3186489   0.0267534
   0.0501187  24.4303700   0.3083389   0.3198255   0.0268137
   0.0501187  24.4743000   0.3092104   0.3210047   0.0268742
   0.0501187  24.5182300   0.3100819   0.3221866   0.0269347
   0.0501187  24.5621600   0.3109534   0.3233712   0.0269952
   0.0501187  24.6060900   0.3118249   0.3245584   0.0270558
   0.0501187  24.6500200   0.3126965   0.3257483   0.0271165
   0.0501187  24.6939500   0.3135680   0.3269409   0.0271772
   0.0501187  24.7378800   0.3144395   0.3281361   0.0272380
   0.0501187  24.7818100   0.3153110   0.3293340   0.0272988
   0.0501187  24.8257400   0.3161826   0.3305346   0.0273596
   0.0501187  24.8696700   0.3170541   0.3317378   0.0274205
   0.0501187  24.9136000   0.3179256   0.3329438   0.0274815
   0.0501187  24.9575300   0.3187972   0.3341524   0.0275425
   0.0501187  25.0014600   0.3196687   0.3353637   0.0276035
   0.0501187  25.0453900   0.3205403   0.3365776   0.0276646
   0.0501187  25.0893200   0.3214118   0.3377943   0.0277257
   0.0501187  25.1332500   0.3222834   0.3390136   0.0277869
   0.0501187  25.1771800   0.3231550   0.3402356   0.0278481
   0.0501187  25.2211100   0.3240266   0.3414603   0.0279093
   0.0501187  25.2650400   0.3248982   0.3426877   0.0279705
   0.0501187  25.3089700   0.3259941   0.3439174   0.0280096
   0.0501187  25.3529000   0.3271571   0.3451487   0.0280463
   0.0501187  25.3968300   0.3283201   0.3463816   0.0280833
   0.0501187  25.4407600   0.3294832   0.3476161   0.0281206
   0.0501187  25.4846900   0.3306462   0.3488522   0.0281583
   0.0501187  25.5286200   0.3318092   0.3500901   0.0281963
   0.0501187  25.5725500   0.3329723   0.3513296   0.0282347
   0.0501187  25.6164800   0.3341353   0.3525708   0.0282734
   0.0501187  25.6604100   0.3352984   0.3538137   0.0283124
   0.0501187  25.7043400   0.3364615   0.3550583   0.0283517
   0.0501187  25.7482700   0.3376245   0.3563047   0.0283913
   0.0501187  25.7922000   0.3387876   0.3575528   0.0284312
   0.0501187  25.8361300   0.3399507   0.3588026   0.0284714
   0.0501187  25.8800600   0.3411138   0.3600543   0.0285119
   0.0501187  25.9239900   0.3422768   0.3613077   0.0285527
   0.0501187  25.9679200   0.3434399   0.3625629   0.0285938
   0.0501187  26.0118500   0.3446030   0.3638199   0.0286352
   0.0501187  26.0557800   0.3457661   0.3650788   0.0286769
   0.0501187  26.0997100   0.3469292   0.3663395   0.0287188
   0.0501187  26.1436400   0.3480923   0.3676020   0.0287610
   0.0501187  26.1875700   0.3492554   0.3688664   0.0288035
   0.0501187  26.2315000   0.3504185   0.3701327   0.0288463
   0.0501187  26.2754300   0.3515816   0.3714009   0.0288893
   0.0501187  26.3193600   0.3527447   0.3726709   0.0289326
   0.0501187  26.3632900   0.3539078   0.3739429   0.0289761
   0.0501187  26.4072200   0.3550709   0.3752168   0.0290199
   0.0501187  26.4511500   0.3562340   0.3764926   0.0290640
   0.0501187  26.4950800   0.3573971   0.3777703   0.0291082
   0.0501187  26.5390100   0.3585602   0.3790501   0.0291528
   0.0501187  26.5829400   0.3597234   0.3803317   0.0291975
   0.0501187  26.6268700   0.3608865   0.3816154   0.0292426
   0.0501187  26.6708000   0.3620496   0.3829010   0.0292878
   0.0501187  26.7147300   0.3632127   0.3841886   0.0293333
   0.0501187  26.7586600   0.3643758   0.3854782   0.0293790
   0.0501187  26.8025900   0.3655390   0.3867698   0.0294249
   0.0501187  26.8465200   0.3667021   0.3880635   0.0294710
   0.0501187  26.8904500   0.3678652   0.3893591   0.0295174
   0.0501187  26.9343800   0.3690284   0.3906569   0.0295640
   0.0501187  26.9783100   0.3701915   0.3919566   0.0296108
   0.0501187  27.0222400   0.3713546   0.3932585   0.0296578
   0.0501187  27.0661700   0.3725178   0.3945624   0.0297050
   0.0501187  27.1101000   0.3736809   0.3958684   0.0297524
   0.0501187  27.1540300   0.3748440   0.3971764   0.0298000
   0.0501187  27.1979600   0.3760072   0.3984866   0.0298478
   0.0501187  27.2418900   0.3771703   0.3997989   0.0298958
   0.0501187  27.2858200   0.3783335   0.4011132   0.0299440
   0.0501187  27.3297500   0.3794966   0.4024297   0.0299924
   0.0501187  27.3736800   0.3806598   0.4037484   0.0300410
   0.0501187  27.4176100   0.3818229   0.4050691   0.0300897
   0.0501187  27.4615400   0.3829861   0.4063921   0.0301387
   0.0501187  27.5054700   0.3841492   0.4077171   0.0301878
   0.0501187  27.5494000   0.3853124   0.4090444   0.0302371
   0.0501187  27.5933300   0.3864755   0.4103738   0.0302866
   0.0501187  27.6372600   0.3876387   0.4117053   0.0303362
   0.0501187  27.6811900   0.3888019   0.4130391   0.0303860
   0.0501187  27.7251200   0.3899650   0.4143751   0.0304360
   0.0501187  27.7690500   0.3911282   0.4157132   0.0304861
   0.0501187  27.8129800   0.3922914   0.4170536   0.0305364
   0.0501187  27.8569100   0.3934545   0.4183961   0.0305869
   0.0501187  27.9008400   0.3946177   0.4197409   0.0306375
   0.0501187  27.9447700   0.3957809   0.4210880   0.0306882
   0.0501187  27.9887000   0.3969441   0.4224372   0.0307391
   0.0501187  28.0326300   0.3981072   0.4237887   0.0307902
   0.0501187  28.0765600   0.3992704   0.4251424   0.0308414
   0.0501187  28.1204900   0.4004336   0.4264984   0.0308928
   0.0501187  28.1644200   0.4015968   0.4278567   0.0309443
   0.0501187  28.2083500   0.4027600   0.4292172   0.0309959
   0.0501187  28.2522800   0.4039232   0.4305800   0.0310477
   0.0501187  28.2962100   0.4050864   0.4319450   0.0310996
   0.0501187  28.3401400   0.4062496   0.4333124   0.0311516
   0.0501187  28.3840700   0.4074128   0.4346820   0.0312038
   0.0501187  28.4280000   0.4085760   0.4360540   0.0312561
   0.0501187  28.4719300   0.4097392   0.4374282   0.0313085
   0.0501187  28.5158600   0.4109024   0.4388047   0.0313611
   0.0501187  28.5597900   0.4120656   0.4401836   0.0314138
   0.0501187  28.6037200   0.4132288   0.4415648   0.0314666
   0.0501187  28.6476500   0.4143920   0.4429482   0.0315195
   0.0501187  28.6915800   0.4155552   0.4443341   0.0315725
   0.0501187  28.7355100   0.4167184   0.4457222   0.0316257
   0.0501187  28.7794400   0.4178816   0.4471127   0.0316789
   0.0501187  28.8233700   0.4190448   0.4485055   0.0317323
   0.0501187  28.8673000   0.4202081   0.4499007   0.0317858
   0.0501187  28.9112300   0.4213713   0.4512982   0.0318393
   0.0501187  28.9551600   0.4225345   0.4526981   0.0318930
   0.0501187  28.9990900   0.4236978   0.4541003   0.0319468
   0.0501187  29.0430200   0.4248610   0.4555049   0.0320007
   0.0501187  29.0869500   0.4260242   0.4569119   0.0320547
   0.0501187  29.1308800   0.4271875   0.4583213   0.0321088
   0.0501187  29.1748100   0.4283507   0.4597330   0.0321630
   0.0501187  29.2187400   0.4295140   0.4611471   0.0322172
   0.0501187  29.2626700   0.4306772   0.4625636   0.0322716
   0.0501187  29.3066000   0.4318405   0.4639825   0.0323260
   0.0501187  29.3505300   0.4330037   0.4654038   0.0323806
   0.0501187  29.3944600   0.4341670   0.4668275   0.0324352
   0.0501187  29.4383900   0.4353302   0.4682535   0.0324899
   0.0501187  29.4823200   0.4364935   0.4696820   0.0325447
   0.0501187  29.5262500   0.4376568   0.4711129   0.0325996
   0.0501187  29.5701800   0.4388201   0.4725462   0.0326545
   0.0501187  29.6141100   0.4399833   0.4739819   0.0327095
   0.0501187  29.6580400   0.4411466   0.4754201   0.0327646
   0.0501187  29.7019700   0.4423099   0.4768606   0.0328198
   0.0501187  29.7459000   0.4434732   0.4783036   0.0328751
   0.0501187  29.7898300   0.4446365   0.4797490   0.0329304
   0.0501187  29.8337600   0.4457998   0.4811969   0.0329858
   0.0501187  29.8776900   0.4469631   0.4826472   0.0330412
   0.0501187  29.9216200   0.4481264   0.4840999   0.0330967
   0.0501187  29.9655500   0.4492897   0.4855551   0.0331523
   0.0501187  30.0094800   0.4504531   0.4870127   0.0332079
   0.0501187  30.0534100   0.4516164   0.4884727   0.0332636
   0.0501187  30.0973400   0.4527797   0.4899352   0.0333194
   0.0501187  30.1412700   0.4539431   0.4914001   0.0333752
   0.0501187  30.1852000   0.4551064   0.4928675   0.0334311
   0.0501187  30.2291300   0.4562698   0.4943374   0.0334870
   0.0501187  30.2730600   0.4574331   0.4958097   0.0335430
   0.0501187  30.3169900   0.4585965   0.4972845   0.0335990
   0.0501187  30.3609200   0.4597599   0.4987617   0.0336551
   0.0501187  30.4048500   0.4609233   0.5002414   0.0337112
   0.0501187  30.4487800   0.4620867   0.5017236   0.0337674
   0.0501187  30.4927100   0.4632501   0.5032082   0.0338236
   0.0501187  30.5366400   0.4644136   0.5046953   0.0338799
   0.0501187  30.5805700   0.4655770   0.5061849   0.0339362
   0.0501187  30.6245000   0.4667405   0.5076770   0.0339925
   0.0501187  30.6684300   0.4679040   0.5091715   0.0340489
   0.0501187  30.7123600   0.4690675   0.5106685   0.0341053
   0.0501187  30.7562900   0.4702310   0.5121680   0.0341617
   0.0501187  30.8002200   0.4713946   0.5136700   0.0342182
   0.0501187  30.8441500   0.4725583   0.5151744   0.0342745
   0.0501187  30.8880800   0.4739337   0.5166810   0.0343103
   0.0501187  30.9320100   0.4754373   0.5181889   0.0343424
   0.0501187  30.9759400   0.4769410   0.5196983   0.0343750
   0.0501187  31.0198700   0.4784447   0.5212091   0.0344078
   0.0501187  31.0638000   0.4799485   0.5227214   0.0344409
   0.0501187  31.1077300   0.4814523   0.5242351   0.0344744
   0.0501187  31.1516600   0.4829561   0.5257503   0.0345081
   0.0501187  31.1955900   0.4844599   0.5272670   0.0345420
   0.0501187  31.2395200   0.4859638   0.5287852   0.0345763
   0.0501187  31.2834500   0.4874677   0.5303048   0.0346109
   0.0501187  31.3273800   0.4889716   0.5318261   0.0346457
   0.0501187  31.3713100   0.4904755   0.5333488   0.0346807
   0.0501187  31.4152400   0.4919794   0.5348731   0.0347161
   0.0501187  31.4591700   0.4934833   0.5363990   0.0347517
   0.0501187  31.5031000   0.4949873   0.5379264   0.0347875
   0.0501187  31.5470300   0.4964912   0.5394554   0.0348236
   0.0501187  31.5909600   0.4979952   0.5409860   0.0348600
   0.0501187  31.6348900   0.4994992   0.5425182   0.0348965
   0.0501187  31.6788200   0.5010031   0.5440520   0.0349334
   0.0501187  31.7227500   0.5025071   0.5455875   0.0349704
   0.0501187  31.7666800   0.5040111   0.5471245   0.0350077
   0.0501187  31.8106100   0.5055152   0.5486632   0.0350453
   0.0501187  31.8545400   0.5070192   0.5502036   0.0350830
   0.0501187  31.8984700   0.5085232   0.5517456   0.0351210
   0.0501187  31.9424000   0.5100273   0.5532893   0.0351592
   0.0501187  31.9863300   0.5115313   0.5548347   0.0351976
   0.0501187  32.0302600   0.5130354   0.5563818   0.0352362
   0.0501187  32.0741900   0.5145394   0.5579306   0.0352750
   0.0501187  32.1181200   0.5160435   0.5594811   0.0353140
   0.0501187  32.1620500   0.5175476   0.5610333   0.0353532
   0.0501187  32.2059800   0.5190517   0.5625872   0.0353926
   0.0501187  32.2499100   0.5205558   0.5641429   0.0354323
   0.0501187  32.2938400   0.5220599   0.5657003   0.0354721
   0.0501187  32.3377700   0.5235640   0.5672594   0.0355120
   0.0501187  32.3817000   0.5250681   0.5688204   0.0355522
   0.0501187  32.4256300   0.5265723   0.5703831   0.0355926
   0.0501187  32.4695600   0.5280764   0.5719475   0.0356331
   0.0501187  32.5134900   0.5295806   0.5735138   0.0356738
   0.0501187  32.5574200   0.5310847   0.5750818   0.0357147
   0.0501187  32.6013500   0.5325889   0.5766517   0.0357558
   0.0501187  32.6452800   0.5340930   0.5782233   0.0357970
   0.0501187  32.6892100   0.5355972   0.5797968   0.0358383
   0.0501187  32.7331400   0.5371014   0.5813721   0.0358799
   0.0501187  32.7770700   0.5386056   0.5829492   0.0359216
   0.0501187  32.8210000   0.5401098   0.5845282   0.0359634
   0.0501187  32.8649300   0.5416140   0.5861090   0.0360054
   0.0501187  32.9088600   0.5431182   0.5876916   0.0360476
   0.0501187  32.9527900   0.5446225   0.5892761   0.0360898
   0.0501187  32.9967200   0.5461267   0.5908625   0.0361323
   0.0501187  33.0406500   0.5476310   0.5924507   0.0361748
   0.0501187  33.0845800   0.5491352   0.5940408   0.0362175
   0.0501187  33.1285100   0.5506395   0.5956328   0.0362604
   0.0501187  33.1724400   0.5521437   0.5972266   0.0363033
   0.0501187  33.2163700   0.5536480   0.5988224   0.0363464
   0.0501187  33.2603000   0.5551523   0.6004200   0.0363897
   0.0501187  33.3042300   0.5566566   0.6020196   0.0364330
   0.0501187  33.3481600   0.5581609   0.6036210   0.0364765
   0.0501187  33.3920900   0.5596652   0.6052244   0.0365200
   0.0501187  33.4360200   0.5611696   0.6068297   0.0365637
   0.0501187  33.4799500   0.5626739   0.6084369   0.0366075
   0.0501187  33.5238800   0.5641783   0.6100460   0.0366514
   0.0501187  33.5678100   0.5656826   0.6116571   0.0366955
   0.0501187  33.6117400   0.5671870   0.6132701   0.0367396
   0.0501187  33.6556700   0.5686914   0.6148850   0.0367838
   0.0501187  33.6996000   0.5701958   0.6165019   0.0368281
   0.0501187  33.7435300   0.5717002   0.6181208   0.0368725
   0.0501187  33.7874600   0.5732046   0.6197415   0.0369171
   0.0501187  33.8313900   0.5747090   0.6213643   0.0369617
   0.0501187  33.8753200   0.5762135   0.6229890   0.0370063
   0.0501187  33.9192500   0.5777179   0.6246157   0.0370511
   0.0501187  33.9631800   0.5792224   0.6262443   0.0370960
   0.0501187  34.0071100   0.5807269   0.6278749   0.0371409
   0.0501187  34.0510400   0.5822314   0.6295075   0.0371859
   0.0501187  34.0949700   0.5837359   0.6311421   0.0372310
   0.0501187  34.1389000   0.5852404   0.6327786   0.0372762
   0.0501187  34.1828300   0.5867450   0.6344172   0.0373214
   0.0501187  34.2267600   0.5882495   0.6360577   0.0373667
   0.0501187  34.2706900   0.5897541   0.6377002   0.0374121
   0.0501187  34.3146200   0.5912587   0.6393447   0.0374576
   0.0501187  34.3585500   0.5927634   0.6409912   0.0375031
   0.0501187  34.4024800   0.5942680   0.6426397   0.0375486
   0.0501187  34.4464100   0.5957727   0.6442903   0.0375942
   0.0501187  34.4903400   0.5972774   0.6459428   0.0376399
   0.0501187  34.5342700   0.5987822   0.6475973   0.0376856
   0.0501187  34.5782000   0.6002870   0.6492538   0.0377314
   0.0501187  34.6221300   0.6017918   0.6509124   0.0377772
   0.0501187  34.6660600   0.6032966   0.6525729   0.0378231
   0.0501187  34.7099900   0.6048016   0.6542355   0.0378690
   0.0501187  34.7539200   0.6063066   0.6559001   0.0379149
   0.0501187  34.7978500   0.6078117   0.6575667   0.0379608
   0.0501187  34.8417800   0.6093169   0.6592353   0.0380068
   0.0501187  34.8857100   0.6108224   0.6609060   0.0380516
   0.0501187  34.9296400   0.6126758   0.6625779   0.0380695
   0.0501187  34.9735700   0.6145810   0.6642508   0.0380910
   0.0501187  35.0175000   0.6164864   0.6659246   0.0381128
   0.0501187  35.0614300   0.6183919   0.6675994   0.0381350
   0.0501187  35.1053600   0.6202975   0.6692752   0.0381575
   0.0501187  35.1492900   0.6222032   0.6709519   0.0381802
   0.0501187  35.1932200   0.6241089   0.6726297   0.0382033
   0.0501187  35.2371500   0.6260146   0.6743085   0.0382266
   0.0501187  35.2810800   0.6279204   0.6759883   0.0382502
   0.0501187  35.3250100   0.6298263   0.6776691   0.0382740
   0.0501187  35.3689400   0.6317321   0.6793510   0.0382982
   0.0501187  35.4128700   0.6336381   0.6810340   0.0383226
   0.0501187  35.4568000   0.6355440   0.6827181   0.0383472
   0.0501187  35.5007300   0.6374500   0.6844032   0.0383721
   0.0501187  35.5446600   0.6393560   0.6860894   0.0383972
   0.0501187  35.5885900   0.6412620   0.6877768   0.0384226
   0.0501187  35.6325200   0.6431681   0.6894653   0.0384482
   0.0501187  35.6764500   0.6450742   0.6911549   0.0384741
   0.0501187  35.7203800   0.6469803   0.6928456   0.0385001
   0.0501187  35.7643100   0.6488864   0.6945375   0.0385264
   0.0501187  35.8082400   0.6507926   0.6962305   0.0385529
   0.0501187  35.8521700   0.6526988   0.6979247   0.0385797
   0.0501187  35.8961000   0.6546050   0.6996201   0.0386066
   0.0501187  35.9400300   0.6565112   0.7013167   0.0386338
   0.0501187  35.9839600   0.6584175   0.7030145   0.0386611
   0.0501187  36.0278900   0.6603238   0.7047135   0.0386887
   0.0501187  36.0718200   0.6622301   0.7064137   0.0387164
   0.0501187  36.1157500   0.6641364   0.7081151   0.0387444
   0.0501187  36.1596800   0.6660427   0.7098178   0.0387725
   0.0501187  36.2036100   0.6679491   0.7115217   0.0388008
   0.0501187  36.2475400   0.6698555   0.7132268   0.0388293
   0.0501187  36.2914700   0.6717619   0.7149332   0.0388580
   0.0501187  36.3354000   0.6736684   0.7166409   0.0388868
   0.0501187  36.3793300   0.6755748   0.7183498   0.0389158
   0.0501187  36.4232600   0.6774813   0.7200600   0.0389450
   0.0501187  36.4671900   0.6793878   0.7217715   0.0389743
   0.0501187  36.5111200   0.6812944   0.7234843   0.0390038
   0.0501187  36.5550500   0.6832009   0.7251984   0.0390334
   0.0501187  36.5989800   0.6851075   0.7269138   0.0390632
   0.0501187  36.6429100   0.6870141   0.7286305   0.0390931
   0.0501187  36.6868400   0.6889208   0.7303485   0.0391232
   0.0501187  36.7307700   0.6908274   0.7320679   0.0391534
   0.0501187  36.7747000   0.6927341   0.7337885   0.0391837
   0.0501187  36.8186300   0.6946408   0.7355105   0.0392142
   0.0501187  36.8625600   0.6965476   0.7372339   0.0392448
   0.0501187  36.9064900   0.6984544   0.7389586   0.0392755
   0.0501187  36.9504200   0.7003612   0.7406846   0.0393063
   0.0501187  36.9943500   0.7022680   0.7424120   0.0393373
   0.0501187  37.0382800   0.7041749   0.7441408   0.0393683
   0.0501187  37.0822100   0.7060818   0.7458709   0.0393995
   0.0501187  37.1261400   0.7079887   0.7476025   0.0394308
   0.0501187  37.1700700   0.7098957   0.7493353   0.0394622
   0.0501187  37.2140000   0.7118027   0.7510696   0.0394937
   0.0501187  37.2579300   0.7137097   0.7528053   0.0395252
   0.0501187  37.3018600   0.7156168   0.7545423   0.0395569
   0.0501187  37.3457900   0.7175240   0.7562807   0.0395887
   0.0501187  37.3897200   0.7194312   0.7580205   0.0396205
   0.0501187  37.4336500   0.7213384   0.7597618   0.0396524
   0.0501187  37.4775800   0.7232457   0.7615044   0.0396844
   0.0501187  37.5215100   0.7251531   0.7632485   0.0397165
   0.0501187  37.5654400   0.7270606   0.7649939   0.0397486
   0.0501187  37.6093700   0.7289681   0.7667408   0.0397808
   0.0501187  37.6533000   0.7308757   0.7684890   0.0398131
   0.0501187  37.6972300   0.7327835   0.7702387   0.0398454
   0.0501187  37.7411600   0.7346914   0.7719899   0.0398778
   0.0501187  37.7850900   0.7365996   0.7737424   0.0399101
   0.0501187  37.8290200   0.7385082   0.7754964   0.0399419
   0.0501187  37.8729500   0.7407281   0.7772512   0.0399489
   0.0501187  37.9168800   0.7430993   0.7790064   0.0399566
   0.0501187  37.9608100   0.7454708   0.7807618   0.0399648
   0.0501187  38.0047400   0.7478426   0.7825177   0.0399733
   0.0501187  38.0486700   0.7502145   0.7842739   0.0399822
   0.0501187  38.0926000   0.7525865   0.7860305   0.0399914
   0.0501187  38.1365300   0.7549587   0.7877875   0.0400009
   0.0501187  38.1804600   0.7573310   0.7895450   0.0400107
   0.0501187  38.2243900   0.7597033   0.7913029   0.0400208
   0.0501187  38.2683200   0.7620758   0.7930612   0.0400311
   0.0501187  38.3122500   0.7644483   0.7948200   0.0400418
   0.0501187  38.3561800   0.7668208   0.7965793   0.0400527
   0.0501187  38.4001100   0.7691935   0.7983390   0.0400639
   0.0501187  38.4440400   0.7715662   0.8000993   0.0400754
   0.0501187  38.4879700   0.7739389   0.8018601   0.0400872
   0.0501187  38.5319000   0.7763117   0.8036214   0.0400992
   0.0501187  38.5758300   0.7786846   0.8053832   0.0401114
   0.0501187  38.6197600   0.7810576   0.8071456   0.0401239
   0.0501187  38.6636900   0.7834305   0.8089085   0.0401366
   0.0501187  38.7076200   0.7858036   0.8106720   0.0401496
   0.0501187  38.7515500   0.7881767   0.8124360   0.0401628
   0.0501187  38.7954800   0.7905498   0.8142007   0.0401762
   0.0501187  38.8394100   0.7929230   0.8159659   0.0401898
   0.0501187  38.8833400   0.7952962   0.8177318   0.0402037
   0.0501187  38.9272700   0.7976695   0.8194982   0.0402177
   0.0501187  38.9712000   0.8000429   0.8212653   0.0402320
   0.0501187  39.0151300   0.8024163   0.8230330   0.0402465
   0.0501187  39.0590600   0.8047898   0.8248013   0.0402611
   0.0501187  39.1029900   0.8071633   0.8265703   0.0402760
   0.0501187  39.1469200   0.8095368   0.8283400   0.0402910
   0.0501187  39.1908500   0.8119105   0.8301103   0.0403062
   0.0501187  39.2347800   0.8142841   0.8318813   0.0403216
   0.0501187  39.2787100   0.8166579   0.8336530   0.0403371
   0.0501187  39.3226400   0.8190317   0.8354253   0.0403529
   0.0501187  39.3665700   0.8214055   0.8371984   0.0403687
   0.0501187  39.4105000   0.8237795   0.8389721   0.0403848
   0.0501187  39.4544300   0.8261535   0.8407466   0.0404010
   0.0501187  39.4983600   0.8285275   0.8425218   0.0404173
   0.0501187  39.5422900   0.8309017   0.8442977   0.0404338
   0.0501187  39.5862200   0.8332759   0.8460743   0.0404504
   0.0501187  39.6301500   0.8356502   0.8478516   0.0404671
   0.0501187  39.6740800   0.8380246   0.8496297   0.0404840
   0.0501187  39.7180100   0.8403991   0.8514085   0.0405010
   0.0501187  39.7619400   0.8427738   0.8531881   0.0405181
   0.0501187  39.8058700   0.8451485   0.8549685   0.0405353
   0.0501187  39.8498000   0.8475234   0.8567496   0.0405526
   0.0501187  39.8937300   0.8498984   0.8585314   0.0405700
   0.0501187  39.9376600   0.8522737   0.8603140   0.0405875
   0.0501187  39.9815900   0.8546492   0.8620974   0.0406051
   0.0501187  40.0255200   0.8570251   0.8638816   0.0406227
   0.0501187  40.0694500   0.8594017   0.8656665   0.0406397
   0.0501187  40.1133800   0.8621008   0.8674518   0.0406325
   0.0501187  40.1573100   0.8650032   0.8692366   0.0406256
   0.0501187  40.2012400   0.8679061   0.8710211   0.0406193
   0.0501187  40.2451700   0.8708094   0.8728054   0.0406134
   0.0501187  40.2891000   0.8737130   0.8745895   0.0406080
   0.0501187  40.3330300   0.8766168   0.8763732   0.0406028
   0.0501187  40.3769600   0.8795208   0.8781568   0.0405981
   0.0501187  40.4208900   0.8824250   0.8799402   0.0405937
   0.0501187  40.4648200   0.8853293   0.8817234   0.0405896
   0.0501187  40.5087500   0.8882337   0.8835064   0.0405858
   0.0501187  40.5526800   0.8911383   0.8852893   0.0405824
   0.0501187  40.5966100   0.8940430   0.8870720   0.0405792
   0.0501187  40.6405400   0.8969478   0.8888546   0.0405764
   0.0501187  40.6844700   0.8998527   0.8906370   0.0405739
   0.0501187  40.7284000   0.9027577   0.8924194   0.0405717
   0.0501187  40.7723300   0.9056628   0.8942017   0.0405697
   0.0501187  40.8162600   0.9085681   0.8959838   0.0405681
   0.0501187  40.8601900   0.9114734   0.8977660   0.0405667
   0.0501187  40.9041200   0.9143789   0.8995480   0.0405655
   0.0501187  40.9480500   0.9172844   0.9013301   0.0405647
   0.0501187  40.9919800   0.9201900   0.9031120   0.0405641
   0.0501187  41.0359100   0.9230958   0.9048940   0.0405637
   0.0501187  41.0798400   0.9260017   0.9066760   0.0405636
   0.0501187  41.1237700   0.9289076   0.9084579   0.0405637
   0.0501187  41.1677000   0.9318137   0.9102399   0.0405641
   0.0501187  41.2116300   0.9347199   0.9120219   0.0405646
   0.0501187  41.2555600   0.9376262   0.9138039   0.0405654
   0.0501187  41.2994900   0.9405326   0.9155860   0.0405664
   0.0501187  41.3434200   0.9434392   0.9173681   0.0405676
   0.0501187  41.3873500   0.9463459   0.9191503   0.0405690
   0.0501187  41.4312800   0.9492527   0.9209325   0.0405706
   0.0501187  41.4752100   0.9521597   0.9227148   0.0405724
   0.0501187  41.5191400   0.9550669   0.9244972   0.0405743
   0.0501187  41.5630700   0.9579743   0.9262797   0.0405764
   0.0501187  41.6070000   0.9608818   0.9280622   0.0405787
   0.0501187  41.6509300   0.9637897   0.9298449   0.0405812
